,"Québec Cap-and-Trade System",,,,,,,," ","Ontario Cap-and-Trade Program (2017-2018)",,,,,,,," ","Nova Scotia Cap-and-Trade Program (2019-2022)",,,,,," ","China National Emissions Trading System",,,," ","Shenzhen (Pilot) Emissions Trading System",,,,," ","Shanghai (Pilot) Emissions Trading System",,,,," ","Beijing (Pilot) Emissions Trading System",,,,," ","Guangdong (Pilot) Emissions Trading System",,,,," ","Tianjin (Pilot) Emissions Trading System",,,,," ","Hubei (Pilot) Emissions Trading System",,,,," ","Chongqing (Pilot) Emissions Trading System",,,,," ","Fujian (Pilot) Emissions Trading System",,,," ","German National Emissions Trading System",,,," ","European Union Emissions Trading System (until 2018)",,,," ","European Union Emissions Trading System (from 2019, download)",,,,," ","Korean Emissions Trading System",,,,," ","New Zealand Emissions Trading System (Up to 2023)",,,,,,,," ","New Zealand Emissions Trading System (From 2024)",,,,,,,," ","Washington Cap-and-Invest Program (download)",,,,,,,,," ","California Cap-and-Trade Program (download)",,,,,,,,,," "
2009-05-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-14,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-15,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-18,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-25,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-26,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-27,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-28,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-05-29,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.365045,EUR,," ",,,,,," ",,,,,," ",0.438469608,0.598530746,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-02,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-03,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-04,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-05,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-08,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-09,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-10,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-11,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-15,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-16,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-17,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-18,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-23,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-24,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-25,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-26,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-29,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-06-30,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.401645455,EUR,," ",,,,,," ",,,,,," ",0.454650884,0.637259345,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-01,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-02,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-03,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-06,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-07,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-08,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-09,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-10,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-14,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-15,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-16,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-17,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-21,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-22,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-23,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-24,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-27,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-28,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-29,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-30,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-07-31,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.408769565,EUR,," ",,,,,," ",,,,,," ",0.456776901,0.643493396,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-03,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-04,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-05,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-06,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-07,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-10,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-11,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-12,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-13,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-14,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-17,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-18,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-19,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
2009-08-20,,,,,,,,," ",,,,,,,,," ",,,,,,," ",,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,,," ",,,,," ",,,,," ",1,1.4268,EUR,," ",,,,,," ",,,,,," ",0.473353749,0.67538113,NZD,,,,20,25," ",,,,,,,,," ",,,,,,,,,," ",,,,,,,,,,," "
